"time","value"
1903,-1.12422
1903.08333333333,-1.16433
1903.16666666667,-1.34911
1903.25,-0.94544
1903.33333333333,-0.65367
1903.41666666667,-0.17833
1903.5,-0.11711
1903.58333333333,-0.28167
1903.66666666667,-1.19522
1903.75,-1.43289
1903.83333333333,-2.00689
1903.91666666667,-0.77333
1904,0.18578
1904.08333333333,1.50567
1904.16666666667,1.59089
1904.25,1.18456
1904.33333333333,1.15633
1904.41666666667,1.15167
1904.5,1.23289
1904.58333333333,1.65833
1904.66666666667,2.13478
1904.75,1.34711
1904.83333333333,-0.44689
1904.91666666667,-1.96333
1905,-1.66422
1905.08333333333,-0.56433
1905.16666666667,-0.66911
1905.25,-0.99544
1905.33333333333,-1.28367
1905.41666666667,-1.49833
1905.5,-1.60711
1905.58333333333,-2.11167
1905.66666666667,-2.85522
1905.75,-1.25289
1905.83333333333,0.78311
1905.91666666667,1.01667
1906,1.20578
1906.08333333333,0.11567
1906.16666666667,-2.08911
1906.25,-2.00544
1906.33333333333,-1.36367
1906.41666666667,-1.67833
1906.5,-2.50711
1906.58333333333,-3.58167
1906.66666666667,-4.35522
1906.75,-3.62289
1906.83333333333,-3.78689
1906.91666666667,-3.82333
1907,-3.55422
1907.08333333333,-2.04433
1907.16666666667,-2.53911
1907.25,-0.61544
1907.33333333333,-0.31367
1907.41666666667,-0.37833
1907.5,-0.50711
1907.58333333333,-1.10167
1907.66666666667,-1.59522
1907.75,-1.25289
1907.83333333333,-1.78689
1907.91666666667,-0.26333
1908,0.54578
1908.08333333333,1.01567
1908.16666666667,1.28089
1908.25,1.63456
1908.33333333333,1.59633
1908.41666666667,1.34167
1908.5,1.16289
1908.58333333333,1.52833
1908.66666666667,2.51478
1908.75,0.94711
1908.83333333333,0.16311
1908.91666666667,0.77667
1909,0.75578
1909.08333333333,0.36567
1909.16666666667,1.05089
1909.25,1.47456
1909.33333333333,1.54633
1909.41666666667,1.56167
1909.5,1.24289
1909.58333333333,0.50833
1909.66666666667,-1.84522
1909.75,-3.21289
1909.83333333333,-1.86689
1909.91666666667,-3.37333
1910,-3.09422
1910.08333333333,-1.76433
1910.16666666667,-0.20911
1910.25,0.06456
1910.33333333333,-0.18367
1910.41666666667,0.11167
1910.5,0.48289
1910.58333333333,0.84833
1910.66666666667,0.99478
1910.75,0.30711
1910.83333333333,-0.11689
1910.91666666667,0.50667
1911,1.29578
1911.08333333333,-0.51433
1911.16666666667,-0.26911
1911.25,-0.13544
1911.33333333333,0.30633
1911.41666666667,-0.01833
1911.5,0.01289
1911.58333333333,0.22833
1911.66666666667,0.05478
1911.75,-2.08289
1911.83333333333,-1.12689
1911.91666666667,0.46667
1912,-0.17422
1912.08333333333,-2.17433
1912.16666666667,-3.99911
1912.25,-4.20544
1912.33333333333,-3.23367
1912.41666666667,-2.77833
1912.5,-2.70711
1912.58333333333,-2.48167
1912.66666666667,-1.52522
1912.75,0.77711
1912.83333333333,0.86311
1912.91666666667,0.60667
1913,1.60578
1913.08333333333,1.25567
1913.16666666667,0.69089
1913.25,0.52456
1913.33333333333,0.51633
1913.41666666667,0.71167
1913.5,1.08289
1913.58333333333,1.63833
1913.66666666667,3.07478
1913.75,3.89711
1913.83333333333,2.68311
1913.91666666667,2.51667
1914,1.13578
1914.08333333333,-0.13433
1914.16666666667,0.05089
1914.25,0.26456
1914.33333333333,0.63633
1914.41666666667,0.84167
1914.5,0.59289
1914.58333333333,0.33833
1914.66666666667,1.15478
1914.75,0.90711
1914.83333333333,-0.61689
1914.91666666667,-1.83333
1915,-0.13422
1915.08333333333,0.77567
1915.16666666667,1.24089
1915.25,0.95456
1915.33333333333,0.70633
1915.41666666667,0.09167
1915.5,-0.13711
1915.58333333333,-0.33167
1915.66666666667,-0.73522
1915.75,-1.13289
1915.83333333333,-1.54689
1915.91666666667,0.05667
1916,0.07578
1916.08333333333,0.49567
1916.16666666667,0.66089
1916.25,-0.09544
1916.33333333333,-0.66367
1916.41666666667,-0.92833
1916.5,-1.17711
1916.58333333333,-2.72167
1916.66666666667,-4.54522
1916.75,-4.16289
1916.83333333333,-2.36689
1916.91666666667,-2.51333
1917,-1.11422
1917.08333333333,-1.63433
1917.16666666667,-2.96911
1917.25,-2.25544
1917.33333333333,-1.40367
1917.41666666667,-0.85833
1917.5,-1.48711
1917.58333333333,-2.84167
1917.66666666667,-2.13522
1917.75,-1.07289
1917.83333333333,0.68311
1917.91666666667,1.01667
1918,0.29578
1918.08333333333,-0.40433
1918.16666666667,1.26089
1918.25,1.72456
1918.33333333333,1.19633
1918.41666666667,1.15167
1918.5,0.75289
1918.58333333333,0.22833
1918.66666666667,-0.35522
1918.75,-0.29289
1918.83333333333,-0.00689
1918.91666666667,0.08667
1919,0.79578
1919.08333333333,-0.18433
1919.16666666667,-1.02911
1919.25,-0.92544
1919.33333333333,-0.93367
1919.41666666667,-1.23833
1919.5,-1.58711
1919.58333333333,-1.47167
1919.66666666667,-1.56522
1919.75,-1.62289
1919.83333333333,-0.55689
1919.91666666667,-0.80333
1920,0.94578
1920.08333333333,1.31567
1920.16666666667,1.24089
1920.25,1.11456
1920.33333333333,0.67633
1920.41666666667,0.73167
1920.5,1.17289
1920.58333333333,1.82833
1920.66666666667,2.58478
1920.75,2.43711
1920.83333333333,1.94311
1920.91666666667,0.34667
1921,0.70578
1921.08333333333,0.46567
1921.16666666667,0.66089
1921.25,1.03456
1921.33333333333,1.54633
1921.41666666667,1.38167
1921.5,1.01289
1921.58333333333,0.88833
1921.66666666667,1.02478
1921.75,-0.25289
1921.83333333333,-0.97689
1921.91666666667,0.81667
1922,1.04578
1922.08333333333,1.17567
1922.16666666667,1.47089
1922.25,1.82456
1922.33333333333,1.69633
1922.41666666667,1.78167
1922.5,1.79289
1922.58333333333,2.28833
1922.66666666667,3.60478
1922.75,4.39711
1922.83333333333,2.65311
1922.91666666667,1.59667
1923,2.10578
1923.08333333333,2.88567
1923.16666666667,2.19089
1923.25,1.36456
1923.33333333333,0.75633
1923.41666666667,0.57167
1923.5,0.71289
1923.58333333333,0.93833
1923.66666666667,1.19478
1923.75,0.42711
1923.83333333333,-0.70689
1923.91666666667,-0.81333
1924,0.56578
1924.08333333333,0.20567
1924.16666666667,-1.47911
1924.25,-2.40544
1924.33333333333,-2.61367
1924.41666666667,-1.96833
1924.5,-1.31711
1924.58333333333,-1.40167
1924.66666666667,-2.93522
1924.75,-0.79289
1924.83333333333,0.52311
1924.91666666667,0.21667
1925,0.55578
1925.08333333333,-0.00433
1925.16666666667,0.54089
1925.25,1.00456
1925.33333333333,0.82633
1925.41666666667,0.68167
1925.5,0.93289
1925.58333333333,1.21833
1925.66666666667,1.95478
1925.75,1.21711
1925.83333333333,-0.62689
1925.91666666667,-0.50333
1926,-1.43422
1926.08333333333,-3.68433
1926.16666666667,-3.73911
1926.25,-5.83544
1926.33333333333,-6.99367
1926.41666666667,-6.08833
1926.5,-5.79711
1926.58333333333,-6.36167
1926.66666666667,-4.59522
1926.75,-3.93289
1926.83333333333,-1.73689
1926.91666666667,-0.20333
1927,0.10578
1927.08333333333,0.84567
1927.16666666667,0.89089
1927.25,0.28456
1927.33333333333,0.06633
1927.41666666667,-0.01833
1927.5,-0.27711
1927.58333333333,-0.18167
1927.66666666667,0.00478
1927.75,0.40711
1927.83333333333,1.11311
1927.91666666667,1.14667
1928,-1.00422
1928.08333333333,-0.36433
1928.16666666667,1.21089
1928.25,1.09456
1928.33333333333,0.96633
1928.41666666667,0.91167
1928.5,0.61289
1928.58333333333,0.23833
1928.66666666667,-1.38522
1928.75,-0.60289
1928.83333333333,-0.02689
1928.91666666667,-1.17333
1929,-1.53422
1929.08333333333,-2.09433
1929.16666666667,-2.38911
1929.25,-0.78544
1929.33333333333,0.01633
1929.41666666667,0.48167
1929.5,0.25289
1929.58333333333,0.40833
1929.66666666667,0.54478
1929.75,-0.85289
1929.83333333333,-1.30689
1929.91666666667,-0.72333
1930,-0.72422
1930.08333333333,0.02567
1930.16666666667,0.23089
1930.25,0.26456
1930.33333333333,0.15633
1930.41666666667,0.05167
1930.5,0.26289
1930.58333333333,0.47833
1930.66666666667,0.87478
1930.75,0.74711
1930.83333333333,0.02311
1930.91666666667,-0.83333
1931,-0.92422
1931.08333333333,-1.05433
1931.16666666667,-0.67911
1931.25,-0.54544
1931.33333333333,-0.61367
1931.41666666667,-0.96833
1931.5,-1.53711
1931.58333333333,-2.52167
1931.66666666667,-2.98522
1931.75,-1.34289
1931.83333333333,-0.27689
1931.91666666667,-0.60333
1932,0.58578
1932.08333333333,1.80567
1932.16666666667,1.60089
1932.25,1.09456
1932.33333333333,0.59633
1932.41666666667,0.19167
1932.5,0.12289
1932.58333333333,0.17833
1932.66666666667,0.23478
1932.75,-0.13289
1932.83333333333,-0.44689
1932.91666666667,-0.97333
1933,-0.32422
1933.08333333333,0.15567
1933.16666666667,0.31089
1933.25,0.32456
1933.33333333333,0.40633
1933.41666666667,0.48167
1933.5,0.57289
1933.58333333333,-0.26167
1933.66666666667,-2.75522
1933.75,-2.30289
1933.83333333333,-1.17689
1933.91666666667,-0.66333
1934,-0.70422
1934.08333333333,-0.00433
1934.16666666667,0.60089
1934.25,0.36456
1934.33333333333,0.29633
1934.41666666667,0.02167
1934.5,0.29289
1934.58333333333,0.99833
1934.66666666667,2.19478
1934.75,2.68711
1934.83333333333,3.02311
1934.91666666667,2.54667
1935,1.41578
1935.08333333333,0.84567
1935.16666666667,0.72089
1935.25,0.43456
1935.33333333333,0.00633
1935.41666666667,0.09167
1935.5,-0.09711
1935.58333333333,-0.24167
1935.66666666667,-0.18522
1935.75,-0.77289
1935.83333333333,-1.82689
1935.91666666667,-0.48333
1936,-0.54422
1936.08333333333,-0.06433
1936.16666666667,-0.25911
1936.25,-0.19544
1936.33333333333,-0.27367
1936.41666666667,-1.25833
1936.5,-2.01711
1936.58333333333,-3.15167
1936.66666666667,-5.56522
1936.75,-3.48289
1936.83333333333,-1.51689
1936.91666666667,-2.29333
1937,-2.48422
1937.08333333333,-0.02433
1937.16666666667,-0.27911
1937.25,-0.69544
1937.33333333333,-0.90367
1937.41666666667,-0.75833
1937.5,-0.71711
1937.58333333333,-0.89167
1937.66666666667,-2.05522
1937.75,-1.25289
1937.83333333333,-1.44689
1937.91666666667,-3.41333
1938,-3.62422
1938.08333333333,-1.96433
1938.16666666667,-0.40911
1938.25,-0.03544
1938.33333333333,0.38633
1938.41666666667,0.36167
1938.5,0.29289
1938.58333333333,0.79833
1938.66666666667,0.50478
1938.75,-0.71289
1938.83333333333,-0.38689
1938.91666666667,-0.13333
1939,0.27578
1939.08333333333,0.54567
1939.16666666667,-0.07911
1939.25,-0.08544
1939.33333333333,0.25633
1939.41666666667,0.43167
1939.5,0.71289
1939.58333333333,1.59833
1939.66666666667,3.11478
1939.75,4.18711
1939.83333333333,2.36311
1939.91666666667,0.94667
1940,0.93578
1940.08333333333,0.22567
1940.16666666667,-0.94911
1940.25,-1.50544
1940.33333333333,-1.35367
1940.41666666667,-1.05833
1940.5,-0.73711
1940.58333333333,-0.31167
1940.66666666667,0.56478
1940.75,1.71711
1940.83333333333,2.27311
1940.91666666667,0.25667
1941,0.94578
1941.08333333333,1.07567
1941.16666666667,0.88089
1941.25,0.38456
1941.33333333333,0.02633
1941.41666666667,-0.45833
1941.5,-0.25711
1941.58333333333,-0.53167
1941.66666666667,-1.21522
1941.75,-2.03289
1941.83333333333,-0.52689
1941.91666666667,-1.65333
1942,-0.16422
1942.08333333333,-0.39433
1942.16666666667,-0.30911
1942.25,-0.38544
1942.33333333333,-0.38367
1942.41666666667,-0.08833
1942.5,0.12289
1942.58333333333,-0.17167
1942.66666666667,-0.92522
1942.75,-1.00289
1942.83333333333,-0.11689
1942.91666666667,-0.94333
1943,-2.43422
1943.08333333333,-0.90433
1943.16666666667,0.16089
1943.25,0.48456
1943.33333333333,0.58633
1943.41666666667,0.49167
1943.5,0.79289
1943.58333333333,1.44833
1943.66666666667,1.40478
1943.75,-0.38289
1943.83333333333,-1.23689
1943.91666666667,-0.33333
1944,-0.16422
1944.08333333333,0.49567
1944.16666666667,0.94089
1944.25,1.20456
1944.33333333333,1.16633
1944.41666666667,1.15167
1944.5,1.26289
1944.58333333333,1.62833
1944.66666666667,1.55478
1944.75,0.87711
1944.83333333333,-0.38689
1944.91666666667,-1.01333
1945,-0.88422
1945.08333333333,-1.95433
1945.16666666667,-1.41911
1945.25,-0.97544
1945.33333333333,-0.69367
1945.41666666667,-0.60833
1945.5,-1.23711
1945.58333333333,-2.46167
1945.66666666667,-2.49522
1945.75,-1.79289
1945.83333333333,-1.33689
1945.91666666667,-0.55333
1946,0.76578
1946.08333333333,0.93567
1946.16666666667,0.86089
1946.25,0.36456
1946.33333333333,0.56633
1946.41666666667,0.38167
1946.5,0.14289
1946.58333333333,0.44833
1946.66666666667,1.02478
1946.75,0.28711
1946.83333333333,-0.56689
1946.91666666667,-1.07333
1947,-0.55422
1947.08333333333,-0.26433
1947.16666666667,-1.04911
1947.25,-2.20544
1947.33333333333,-1.93367
1947.41666666667,-1.20833
1947.5,-0.53711
1947.58333333333,0.04833
1947.66666666667,0.50478
1947.75,1.04711
1947.83333333333,1.72311
1947.91666666667,1.99667
1948,1.61578
1948.08333333333,1.29567
1948.16666666667,0.19089
1948.25,-0.00544
1948.33333333333,0.24633
1948.41666666667,-0.07833
1948.5,-0.24711
1948.58333333333,-0.75167
1948.66666666667,-3.28522
1948.75,-2.76289
1948.83333333333,-0.02689
1948.91666666667,0.82667
1949,-0.57422
1949.08333333333,-0.51433
1949.16666666667,-0.39911
1949.25,0.16456
1949.33333333333,0.78633
1949.41666666667,0.76167
1949.5,0.95289
1949.58333333333,1.83833
1949.66666666667,2.77478
1949.75,2.30711
1949.83333333333,1.76311
1949.91666666667,1.41667
1950,-1.30422
1950.08333333333,-0.50433
1950.16666666667,0.50089
1950.25,0.73456
1950.33333333333,0.47633
1950.41666666667,0.62167
1950.5,0.54289
1950.58333333333,0.97833
1950.66666666667,0.82478
1950.75,-1.67289
1950.83333333333,-2.61689
1950.91666666667,-2.84333
1951,-0.89422
1951.08333333333,-0.24433
1951.16666666667,-0.36911
1951.25,-0.00544
1951.33333333333,0.24633
1951.41666666667,0.71167
1951.5,1.10289
1951.58333333333,1.50833
1951.66666666667,1.14478
1951.75,0.57711
1951.83333333333,-0.19689
1951.91666666667,0.26667
1952,0.76578
1952.08333333333,1.09567
1952.16666666667,0.96089
1952.25,-0.15544
1952.33333333333,0.08633
1952.41666666667,-0.04833
1952.5,-0.61711
1952.58333333333,-1.30167
1952.66666666667,-1.05522
1952.75,-0.73289
1952.83333333333,-0.29689
1952.91666666667,0.24667
1953,0.76578
1953.08333333333,1.55567
1953.16666666667,2.94089
1953.25,2.70456
1953.33333333333,2.36633
1953.41666666667,2.09167
1953.5,1.94289
1953.58333333333,2.21833
1953.66666666667,2.23478
1953.75,-0.03289
1953.83333333333,-0.40689
1953.91666666667,1.25667
1954,1.64578
1954.08333333333,1.46567
1954.16666666667,1.22089
1954.25,1.41456
1954.33333333333,1.25633
1954.41666666667,0.91167
1954.5,0.91289
1954.58333333333,0.76833
1954.66666666667,0.37478
1954.75,-0.70289
1954.83333333333,0.78311
1954.91666666667,0.73667
1955,0.20578
1955.08333333333,-0.21433
1955.16666666667,0.17089
1955.25,0.83456
1955.33333333333,0.70633
1955.41666666667,0.88167
1955.5,0.94289
1955.58333333333,1.05833
1955.66666666667,-0.35522
1955.75,-1.09289
1955.83333333333,-2.20689
1955.91666666667,-1.80333
1956,-2.03422
1956.08333333333,-0.64433
1956.16666666667,0.97089
1956.25,0.47456
1956.33333333333,-0.01367
1956.41666666667,0.05167
1956.5,0.22289
1956.58333333333,0.76833
1956.66666666667,1.85478
1956.75,2.42711
1956.83333333333,2.71311
1956.91666666667,1.72667
1957,0.07578
1957.08333333333,-0.11433
1957.16666666667,-0.51911
1957.25,-0.86544
1957.33333333333,-0.77367
1957.41666666667,-0.43833
1957.5,0.00289
1957.58333333333,-0.05167
1957.66666666667,-1.88522
1957.75,-1.96289
1957.83333333333,-0.68689
1957.91666666667,0.49667
1958,-0.00422
1958.08333333333,-0.16433
1958.16666666667,-0.70911
1958.25,-0.07544
1958.33333333333,0.47633
1958.41666666667,-0.06833
1958.5,-0.41711
1958.58333333333,-0.82167
1958.66666666667,-1.86522
1958.75,-3.56289
1958.83333333333,-0.57689
1958.91666666667,0.34667
1959,-0.58422
1959.08333333333,-1.16433
1959.16666666667,-0.69911
1959.25,-0.26544
1959.33333333333,-0.15367
1959.41666666667,-0.06833
1959.5,0.32289
1959.58333333333,0.76833
1959.66666666667,0.92478
1959.75,0.52711
1959.83333333333,0.88311
1959.91666666667,1.07667
1960,1.24578
1960.08333333333,0.91567
1960.16666666667,0.61089
1960.25,-0.36544
1960.33333333333,-0.21367
1960.41666666667,-0.08833
1960.5,-0.13711
1960.58333333333,-0.63167
1960.66666666667,-0.81522
1960.75,0.08711
1960.83333333333,0.29311
1960.91666666667,0.74667
1961,0.12578
1961.08333333333,-0.03433
1961.16666666667,-0.83911
1961.25,-1.04544
1961.33333333333,-1.14367
1961.41666666667,-0.80833
1961.5,-0.10711
1961.58333333333,0.52833
1961.66666666667,-0.86522
1961.75,-2.54289
1961.83333333333,-0.64689
1961.91666666667,-0.12333
1962,0.48578
1962.08333333333,0.27567
1962.16666666667,0.39089
1962.25,0.52456
1962.33333333333,0.39633
1962.41666666667,0.58167
1962.5,1.01289
1962.58333333333,1.64833
1962.66666666667,1.64478
1962.75,-0.72289
1962.83333333333,-0.42689
1962.91666666667,-0.70333
1963,-3.22422
1963.08333333333,-2.86433
1963.16666666667,-1.25911
1963.25,-0.52544
1963.33333333333,-0.31367
1963.41666666667,-0.29833
1963.5,-0.58711
1963.58333333333,-1.74167
1963.66666666667,-3.36522
1963.75,-4.50289
1963.83333333333,-3.52689
1963.91666666667,-1.98333
1964,-1.31422
1964.08333333333,-3.90433
1964.16666666667,-4.24911
1964.25,-2.75544
1964.33333333333,-1.96367
1964.41666666667,-1.90833
1964.5,-1.42711
1964.58333333333,-0.93167
1964.66666666667,0.13478
1964.75,1.35711
1964.83333333333,0.39311
1964.91666666667,-0.53333
1965,-1.65422
1965.08333333333,-1.96433
1965.16666666667,-2.51911
1965.25,-1.23544
1965.33333333333,-0.99367
1965.41666666667,-1.00833
1965.5,-1.14711
1965.58333333333,-1.05167
1965.66666666667,-1.35522
1965.75,-1.19289
1965.83333333333,-1.81689
1965.91666666667,-0.09333
1966,-0.29422
1966.08333333333,-0.49433
1966.16666666667,-0.82911
1966.25,-1.22544
1966.33333333333,-1.56367
1966.41666666667,-1.25833
1966.5,-1.62711
1966.58333333333,-2.05167
1966.66666666667,-1.97522
1966.75,-1.23289
1966.83333333333,-1.64689
1966.91666666667,-1.24333
1967,-0.22422
1967.08333333333,1.33567
1967.16666666667,1.34089
1967.25,0.73456
1967.33333333333,0.32633
1967.41666666667,0.33167
1967.5,0.28289
1967.58333333333,0.66833
1967.66666666667,0.99478
1967.75,-1.35289
1967.83333333333,-0.90689
1967.91666666667,-1.19333
1968,-1.35422
1968.08333333333,-0.89433
1968.16666666667,-1.15911
1968.25,-1.06544
1968.33333333333,-0.18367
1968.41666666667,-0.66833
1968.5,-1.23711
1968.58333333333,-0.84167
1968.66666666667,0.76478
1968.75,3.36711
1968.83333333333,2.60311
1968.91666666667,2.01667
1969,0.22578
1969.08333333333,0.03567
1969.16666666667,-0.14911
1969.25,0.03456
1969.33333333333,0.36633
1969.41666666667,-0.37833
1969.5,-0.82711
1969.58333333333,-1.33167
1969.66666666667,-1.27522
1969.75,-0.70289
1969.83333333333,-1.01689
1969.91666666667,-1.95333
1970,-0.78422
1970.08333333333,0.01567
1970.16666666667,0.74089
1970.25,0.85456
1970.33333333333,0.90633
1970.41666666667,0.72167
1970.5,0.79289
1970.58333333333,1.04833
1970.66666666667,1.55478
1970.75,2.10711
1970.83333333333,-0.10689
1970.91666666667,-1.21333
1971,-0.80422
1971.08333333333,0.76567
1971.16666666667,1.47089
1971.25,1.83456
1971.33333333333,1.43633
1971.41666666667,1.43167
1971.5,1.71289
1971.58333333333,2.27833
1971.66666666667,3.37478
1971.75,3.31711
1971.83333333333,2.64311
1971.91666666667,2.31667
1972,0.79578
1972.08333333333,1.83567
1972.16666666667,2.09089
1972.25,1.33456
1972.33333333333,1.08633
1972.41666666667,1.12167
1972.5,1.13289
1972.58333333333,1.46833
1972.66666666667,2.62478
1972.75,3.05711
1972.83333333333,1.43311
1972.91666666667,1.23667
1973,1.23578
1973.08333333333,0.21567
1973.16666666667,0.11089
1973.25,0.00456
1973.33333333333,0.14633
1973.41666666667,0.67167
1973.5,1.23289
1973.58333333333,2.14833
1973.66666666667,3.81478
1973.75,5.02711
1973.83333333333,2.95311
1973.91666666667,2.59667
1974,2.22578
1974.08333333333,1.74567
1974.16666666667,1.58089
1974.25,1.24456
1974.33333333333,0.73633
1974.41666666667,0.63167
1974.5,1.09289
1974.58333333333,2.01833
1974.66666666667,3.38478
1974.75,4.39711
1974.83333333333,3.66311
1974.91666666667,2.24667
1975,1.80578
1975.08333333333,1.71567
1975.16666666667,1.72089
1975.25,1.51456
1975.33333333333,1.16633
1975.41666666667,1.44167
1975.5,1.76289
1975.58333333333,2.67833
1975.66666666667,4.29478
1975.75,4.24711
1975.83333333333,1.27311
1975.91666666667,0.27667
1976,1.00578
1976.08333333333,1.74567
1976.16666666667,1.53089
1976.25,2.18456
1976.33333333333,2.16633
1976.41666666667,2.02167
1976.5,1.97289
1976.58333333333,2.00833
1976.66666666667,1.91478
1976.75,0.92711
1976.83333333333,-0.29689
1976.91666666667,-0.23333
1977,0.16578
1977.08333333333,-1.15433
1977.16666666667,-0.73911
1977.25,0.20456
1977.33333333333,0.60633
1977.41666666667,0.82167
1977.5,1.05289
1977.58333333333,1.18833
1977.66666666667,1.13478
1977.75,1.84711
1977.83333333333,2.94311
1977.91666666667,2.58667
1978,2.30578
1978.08333333333,0.87567
1978.16666666667,0.54089
1978.25,0.30456
1978.33333333333,0.45633
1978.41666666667,0.50167
1978.5,0.63289
1978.58333333333,0.70833
1978.66666666667,0.85478
1978.75,1.55711
1978.83333333333,1.69311
1978.91666666667,1.00667
1979,1.75578
1979.08333333333,0.05567
1979.16666666667,-0.73911
1979.25,0.21456
1979.33333333333,0.60633
1979.41666666667,0.60167
1979.5,0.46289
1979.58333333333,-0.58167
1979.66666666667,-1.23522
1979.75,-0.98289
1979.83333333333,-0.54689
1979.91666666667,-0.68333
1980,-0.43422
1980.08333333333,-1.48433
1980.16666666667,-2.98911
1980.25,-2.36544
1980.33333333333,-1.99367
1980.41666666667,-1.66833
1980.5,-1.64711
1980.58333333333,-2.23167
1980.66666666667,-2.84522
1980.75,-1.11289
1980.83333333333,0.95311
1980.91666666667,0.73667
1981,-0.37422
1981.08333333333,-0.76433
1981.16666666667,0.02089
1981.25,-0.02544
1981.33333333333,-0.56367
1981.41666666667,-0.77833
1981.5,-0.59711
1981.58333333333,-0.40167
1981.66666666667,-0.91522
1981.75,-0.89289
1981.83333333333,-1.33689
1981.91666666667,-1.33333
1982,0.76578
1982.08333333333,1.08567
1982.16666666667,1.06089
1982.25,1.01456
1982.33333333333,1.25633
1982.41666666667,1.36167
1982.5,1.15289
1982.58333333333,0.93833
1982.66666666667,1.14478
1982.75,0.52711
1982.83333333333,-0.00689
1982.91666666667,0.92667
1983,1.34578
1983.08333333333,0.23567
1983.16666666667,-0.78911
1983.25,-0.99544
1983.33333333333,-0.81367
1983.41666666667,-1.16833
1983.5,-2.05711
1983.58333333333,-4.08167
1983.66666666667,-3.30522
1983.75,-1.38289
1983.83333333333,-0.51689
1983.91666666667,-0.08333
1984,0.91578
1984.08333333333,0.96567
1984.16666666667,1.41089
1984.25,0.75456
1984.33333333333,0.43633
1984.41666666667,0.41167
1984.5,0.49289
1984.58333333333,0.75833
1984.66666666667,1.28478
1984.75,1.49711
1984.83333333333,1.20311
1984.91666666667,0.69667
1985,1.87578
1985.08333333333,0.92567
1985.16666666667,-0.68911
1985.25,-1.89544
1985.33333333333,-2.41367
1985.41666666667,-1.71833
1985.5,-1.21711
1985.58333333333,-0.64167
1985.66666666667,0.99478
1985.75,1.83711
1985.83333333333,1.44311
1985.91666666667,1.46667
1986,0.67578
1986.08333333333,-0.08433
1986.16666666667,0.42089
1986.25,0.37456
1986.33333333333,0.04633
1986.41666666667,0.10167
1986.5,0.85289
1986.58333333333,1.49833
1986.66666666667,1.65478
1986.75,2.65711
1986.83333333333,3.75311
1986.91666666667,3.47667
1987,2.33578
1987.08333333333,1.54567
1987.16666666667,1.51089
1987.25,0.94456
1987.33333333333,0.76633
1987.41666666667,0.29167
1987.5,-0.29711
1987.58333333333,-0.94167
1987.66666666667,-0.89522
1987.75,-0.41289
1987.83333333333,-0.44689
1987.91666666667,-0.07333
1988,0.40578
1988.08333333333,0.86567
1988.16666666667,1.01089
1988.25,-0.15544
1988.33333333333,-0.22367
1988.41666666667,0.04167
1988.5,0.33289
1988.58333333333,0.43833
1988.66666666667,-0.85522
1988.75,-0.90289
1988.83333333333,0.08311
1988.91666666667,1.58667
1989,1.00578
1989.08333333333,1.59567
1989.16666666667,2.29089
1989.25,2.07456
1989.33333333333,1.48633
1989.41666666667,1.66167
1989.5,2.04289
1989.58333333333,2.61833
1989.66666666667,3.26478
1989.75,2.55711
1989.83333333333,3.06311
1989.91666666667,1.08667
1990,-2.21422
1990.08333333333,-0.15433
1990.16666666667,1.12089
1990.25,0.97456
1990.33333333333,0.77633
1990.41666666667,0.64167
1990.5,0.58289
1990.58333333333,0.94833
1990.66666666667,0.98478
1990.75,-0.79289
1990.83333333333,-1.32689
1990.91666666667,0.67667
1991,1.86578
1991.08333333333,1.03567
1991.16666666667,-0.00911
1991.25,0.02456
1991.33333333333,0.14633
1991.41666666667,0.36167
1991.5,0.77289
1991.58333333333,1.36833
1991.66666666667,1.12478
1991.75,-0.58289
1991.83333333333,-2.05689
1991.91666666667,-1.49333
1992,-2.06422
1992.08333333333,-3.01433
1992.16666666667,-2.45911
1992.25,-1.08544
1992.33333333333,-1.50367
1992.41666666667,-2.45833
1992.5,-3.39711
1992.58333333333,-3.47167
1992.66666666667,-1.94522
1992.75,-0.20289
1992.83333333333,-0.83689
1992.91666666667,0
